"fab_id","draft_duration","start_time","end_time","drafter","new_start_time","new_end_time","session_start_time","state","active_session","session_start_temp","intermediary","new_duration","session_duration","old_duration","test","display_end_time"
"13698","","4/8/2025 2:11:48 PM","","15","","","","","0","","","","0","","",""
"13699","36","4/8/2025 3:00:02 PM","4/8/2025 3:36:02 PM","6","","","","","0","","","","36","36","","4/8/2025 3:36:02 PM"
"12472","","4/9/2025 11:41:08 AM","","6","","","","","0","","","","0","","",""
"12474","","4/9/2025 1:05:08 PM","","6","","","","","0","","","","0","","",""
"13537","75","4/9/2025 1:25:00 PM","4/9/2025 2:40:00 PM","15","","","","","0","","","","75","75","","4/9/2025 2:40:00 PM"
"13695","","4/10/2025 12:19:28 PM","","6","","","","","0","","","","0","","",""
"13704","","4/11/2025 11:35:59 AM","","6","","","","","0","","","","0","","",""
"13700","","4/14/2025 10:01:58 AM","","","","","","","0","","","","0","","",""
"13716","","4/14/2025 3:40:07 PM","","6","","","","","0","","","","0","","",""
"13711","","4/15/2025 8:44:07 AM","","6","","","","","0","","","","0","","",""
"13504","138","4/15/2025 12:05:53 PM","4/15/2025 2:23:53 PM","6","","","","","0","","","","138","138","","4/15/2025 2:23:53 PM"
"13574","44","4/16/2025 9:23:31 AM","4/16/2025 10:07:31 AM","6","","","","","0","","","","44","44","","4/16/2025 10:07:31 AM"
"13575","70","4/16/2025 10:08:45 AM","4/16/2025 11:18:45 AM","6","","","","","0","","","","70","70","","4/16/2025 11:18:45 AM"
"13706","51","4/16/2025 11:19:52 AM","4/16/2025 12:10:52 PM","6","","","","","0","","","","51","51","","4/16/2025 12:10:52 PM"
"13722","","4/17/2025 9:11:28 AM","","15","","","","","0","","","","0","","",""
"13723","","4/17/2025 10:07:10 AM","","15","","","","","0","","","","0","","",""
"13714","","4/17/2025 11:49:40 AM","","15","","","","","0","","","","0","","",""
"13736","","4/21/2025 3:48:44 PM","","15","","","","","0","","","","0","","",""
"13742","22","4/22/2025 5:34:41 AM","4/22/2025 5:56:41 AM","12","","","","","0","","","","22","22","","4/22/2025 5:56:41 AM"
"13735","","4/22/2025 11:51:10 AM","","6","","","","","0","","","","0","","",""
"13748","","4/22/2025 12:27:05 PM","","15","","","","","0","","","","0","","",""
"13312","","4/23/2025 11:22:06 AM","","6","","","","","0","","","","0","","",""
"13526","","4/24/2025 9:06:37 AM","","6","","","","","0","","","","0","","",""
"13525","","4/24/2025 10:27:52 AM","","15","","","","","0","","","","0","","",""
"13523","","4/24/2025 2:54:36 PM","","15","","","","","0","","","","0","","",""
"13307","","4/25/2025 8:50:50 AM","","6","","","","","0","","","","0","","",""
"13774","341","4/25/2025 9:05:13 AM","4/25/2025 2:46:13 PM","6","","","","","0","","","","341","341","","4/25/2025 2:46:13 PM"
"13766","","4/25/2025 9:28:29 AM","","6","","","","","0","","","","0","","",""
"13767","","4/25/2025 11:24:00 AM","","15","","","","","0","","","","0","","",""
"13759","","4/28/2025 11:14:36 AM","","6","","","","","0","","","","0","","",""
"13762","","4/28/2025 12:22:10 PM","","15","","","","","0","","","","0","","",""
"13763","","4/29/2025 8:29:02 AM","","6","","","","","0","","","","0","","",""
"13727","","4/30/2025 8:52:02 AM","","6","","","","","0","","","","0","","",""
"12999","","4/30/2025 10:24:09 AM","","6","","","","","0","","","","0","","",""
"13798","","4/30/2025 2:39:19 PM","","6","","","","","0","","","","0","","",""
"13821","24","5/7/2025 9:01:56 AM","5/7/2025 9:25:56 AM","6","","","","","0","","","","24","24","","5/7/2025 9:25:56 AM"
"13799","","5/8/2025 12:08:14 PM","","6","","","","","0","","","","0","","",""
"13050","","5/14/2025 8:39:43 AM","","6","","","","","0","","","","0","","",""
"13394","","5/15/2025 10:03:22 AM","","6","","","","","0","","","","0","","",""
"13853","","5/16/2025 1:15:08 PM","","15","","","","","0","","","","0","","",""
"13863","","5/19/2025 10:32:28 AM","","15","","","","","0","","","","0","","",""
"13856","116","5/20/2025 8:06:26 AM","5/20/2025 10:02:26 AM","6","","","","","0","","","","116","116","","5/20/2025 10:02:26 AM"
"13740","0","5/20/2025 9:24:22 AM","5/20/2025 9:24:22 AM","6","","","","","0","","","","0","0","","5/20/2025 9:24:22 AM"
"13830","","5/21/2025 3:39:08 PM","","6","","","","","0","","","","0","","",""
"13890","149","5/23/2025 11:01:34 AM","5/23/2025 1:30:34 PM","6","","","","","0","","","","149","149","","5/23/2025 1:30:34 PM"
"13601","","5/23/2025 12:15:24 PM","","6","","","","","0","","","","0","","",""
"13891","135","5/23/2025 1:31:10 PM","5/23/2025 3:46:10 PM","6","","","","","0","","","","135","135","","5/23/2025 3:46:10 PM"
"13908","165","5/27/2025 12:42:32 PM","5/27/2025 3:27:32 PM","","","","","","0","","","","165","165","","5/27/2025 3:27:32 PM"
"13875","","6/3/2025 10:52:14 AM","","6","","","","","0","","","","0","","",""
"13948","","6/9/2025 9:06:26 AM","","6","","","","","0","","","","0","","",""
"12057","","6/13/2025 9:06:06 AM","","6","","","","","0","","","","0","","",""
"13773","","6/18/2025 10:47:14 AM","","6","","","","","0","","","","0","","",""
"14038","","6/27/2025 11:19:08 AM","","15","","","","","0","","","","0","","",""
"13996","","6/30/2025 9:42:25 AM","","15","","","","","0","","","","0","","",""
"14033","36","6/30/2025 1:51:34 PM","6/30/2025 2:27:34 PM","6","","","","","0","","","","36","36","","6/30/2025 2:27:34 PM"
"14075","","7/4/2025 10:37:16 PM","","5","","7/4/2025 10:50:36 PM","7/4/2025 10:47:21 PM","1","0","7/4/2025 10:47:21 PM","3","0","6","","","7/4/2025 10:50:36 PM"
"12056","","7/14/2025 10:41:13 AM","","6","","","7/14/2025 10:41:13 AM","0","-1","7/14/2025 10:41:13 AM","0","0","0","","",""
"14017","","7/21/2025 8:04:34 AM","","15","","","7/21/2025 8:04:34 AM","0","-1","7/21/2025 8:04:34 AM","0","0","0","","",""
"14196","","7/30/2025 1:24:17 PM","","5","","7/30/2025 5:01:32 PM","7/30/2025 1:24:17 PM","1","0","7/30/2025 1:24:17 PM","0","0","217","","","7/30/2025 5:01:32 PM"
"14174","","7/31/2025 10:18:34 AM","","5","","7/31/2025 4:14:55 PM","7/31/2025 10:18:34 AM","1","0","7/31/2025 10:18:34 AM","0","0","356","","","7/31/2025 4:14:55 PM"
"13752","","8/1/2025 9:15:06 AM","","15","","","8/1/2025 9:15:06 AM","0","-1","8/1/2025 9:15:06 AM","0","0","0","","",""
"14179","","8/5/2025 2:34:17 PM","","15","","","8/5/2025 2:34:17 PM","0","-1","8/5/2025 2:34:17 PM","0","0","0","","",""
"14210","","8/6/2025 8:50:11 AM","","6","","","8/6/2025 8:50:11 AM","0","-1","8/6/2025 8:50:11 AM","0","0","0","","",""
"14211","","8/8/2025 11:39:19 AM","","5","","8/8/2025 2:02:18 PM","8/8/2025 11:39:19 AM","1","0","8/8/2025 11:39:19 AM","0","0","143","","","8/8/2025 2:02:18 PM"
"14219","","8/8/2025 2:02:30 PM","","5","","8/8/2025 3:22:41 PM","8/8/2025 2:02:30 PM","1","0","8/8/2025 2:02:30 PM","0","0","80","","","8/8/2025 3:22:41 PM"
"14216","","8/13/2025 9:58:05 AM","","6","","","8/13/2025 9:58:05 AM","0","-1","8/13/2025 9:58:05 AM","0","0","0","","",""
"14452","","9/17/2025 9:40:34 PM","","5","","9/17/2025 9:41:45 PM","9/17/2025 9:41:15 PM","1","0","9/17/2025 9:41:15 PM","1","0","1","","","9/17/2025 9:41:45 PM"
"13121","","9/23/2025 6:59:27 PM","","5","","2/24/2026 9:17:05 AM","2/24/2026 8:26:06 AM","1","0","2/24/2026 8:26:06 AM","70112","0","70163","","","2/24/2026 9:17:05 AM"
"14213","","9/24/2025 4:10:34 PM","","5","","9/25/2025 1:55:23 AM","9/25/2025 1:55:17 AM","1","0","9/25/2025 1:55:17 AM","0","0","0","","","9/25/2025 1:55:23 AM"
"14459","","9/26/2025 11:07:32 AM","","5","","9/26/2025 1:46:57 PM","9/26/2025 11:07:32 AM","1","0","9/26/2025 11:07:32 AM","0","0","159","","","9/26/2025 1:46:57 PM"
"14458","","9/26/2025 1:47:08 PM","","5","","9/26/2025 2:08:15 PM","9/26/2025 1:47:08 PM","1","0","9/26/2025 1:47:08 PM","0","0","21","","","9/26/2025 2:08:15 PM"
"14164","","9/29/2025 8:31:17 AM","","15","","","9/29/2025 8:31:17 AM","0","-1","9/29/2025 8:31:17 AM","0","0","0","","",""
"14472","","10/1/2025 3:09:56 PM","","5","","10/1/2025 3:32:31 PM","10/1/2025 3:09:56 PM","1","0","10/1/2025 3:09:56 PM","0","0","23","","","10/1/2025 3:32:31 PM"
"14475","","10/1/2025 3:39:25 PM","","6","","","10/1/2025 3:39:25 PM","0","-1","10/1/2025 3:39:25 PM","0","0","0","","",""
"14478","","10/6/2025 10:38:25 AM","","5","","10/6/2025 1:13:04 PM","10/6/2025 10:38:25 AM","1","0","10/6/2025 10:38:25 AM","0","0","155","","","10/6/2025 1:13:04 PM"
"14477","","10/6/2025 1:17:56 PM","","5","","10/6/2025 2:40:20 PM","10/6/2025 1:17:56 PM","1","0","10/6/2025 1:17:56 PM","0","0","83","","","10/6/2025 2:40:20 PM"
"14574","","10/16/2025 9:31:38 AM","","5","","10/16/2025 10:24:19 AM","10/16/2025 9:31:38 AM","1","0","10/16/2025 9:31:38 AM","0","0","53","","","10/16/2025 10:24:19 AM"
"14292","","10/16/2025 10:40:00 AM","","5","","10/16/2025 10:44:32 AM","10/16/2025 10:40:00 AM","1","0","10/16/2025 10:40:00 AM","0","0","4","","","10/16/2025 10:44:32 AM"
"14533","","10/16/2025 10:47:01 AM","","5","","10/16/2025 10:51:28 AM","10/16/2025 10:47:01 AM","1","0","10/16/2025 10:47:01 AM","0","0","4","","","10/16/2025 10:51:28 AM"
"14534","","10/16/2025 10:51:37 AM","","5","","10/16/2025 10:59:39 AM","10/16/2025 10:51:37 AM","1","0","10/16/2025 10:51:37 AM","0","0","8","","","10/16/2025 10:59:39 AM"
"13712","","10/16/2025 11:01:08 AM","","5","","10/16/2025 11:36:32 AM","10/16/2025 11:01:08 AM","1","0","10/16/2025 11:01:08 AM","0","0","35","","","10/16/2025 11:36:32 AM"
"14470","","10/16/2025 4:56:09 PM","","6","","","10/16/2025 4:56:09 PM","0","-1","10/16/2025 4:56:09 PM","0","0","0","","",""
"14561","","10/24/2025 11:51:29 AM","","15","","","10/24/2025 11:51:29 AM","0","-1","10/24/2025 11:51:29 AM","0","0","0","","",""
"14029","","10/24/2025 4:14:29 PM","","6","","","10/24/2025 4:14:29 PM","0","-1","10/24/2025 4:14:29 PM","0","0","0","","",""
"14573","","10/27/2025 3:58:47 PM","","15","","","10/27/2025 3:58:47 PM","0","-1","10/27/2025 3:58:47 PM","0","0","0","","",""
"14622","","10/27/2025 4:24:44 PM","","5","","10/27/2025 5:00:31 PM","10/27/2025 4:24:44 PM","1","0","10/27/2025 4:24:44 PM","0","0","36","","","10/27/2025 5:00:31 PM"
"14609","","10/28/2025 7:54:34 AM","","5","","10/28/2025 8:03:30 AM","10/28/2025 7:54:34 AM","1","0","10/28/2025 7:54:34 AM","0","0","9","","","10/28/2025 8:03:30 AM"
"14608","","10/28/2025 7:59:24 AM","","15","","","10/28/2025 7:59:24 AM","0","-1","10/28/2025 7:59:24 AM","0","0","0","","",""
"14615","","10/28/2025 8:05:25 AM","","5","","10/28/2025 9:05:58 AM","10/28/2025 2:53:43 PM","0","-1","10/28/2025 8:48:14 AM","7","0","24","","","10/28/2025 9:05:58 AM"
"14616","","10/28/2025 8:38:16 AM","","5","","10/28/2025 6:28:43 PM","10/28/2025 6:01:58 PM","1","0","10/28/2025 6:01:58 PM","31","0","58","","","10/28/2025 6:28:43 PM"
"14624","","10/28/2025 1:28:53 PM","","5","","10/28/2025 2:55:26 PM","10/28/2025 1:28:53 PM","1","0","10/28/2025 1:28:53 PM","0","0","87","","","10/28/2025 2:55:26 PM"
"14556","","10/28/2025 10:13:14 PM","","5","","10/29/2025 9:01:49 AM","10/28/2025 10:13:14 PM","1","0","10/28/2025 10:13:14 PM","0","0","648","","","10/29/2025 9:01:49 AM"
"14106","","10/29/2025 2:00:51 PM","","5","","10/29/2025 2:51:16 PM","10/29/2025 2:00:51 PM","1","0","10/29/2025 2:00:51 PM","0","0","51","","","10/29/2025 2:51:16 PM"
"14627","","10/30/2025 1:26:48 PM","","5","","10/30/2025 1:31:51 PM","10/30/2025 1:26:48 PM","1","0","10/30/2025 1:26:48 PM","0","0","5","","","10/30/2025 1:31:51 PM"
"14634","","10/31/2025 11:32:08 AM","","5","","10/31/2025 1:43:15 PM","10/31/2025 11:32:08 AM","1","0","10/31/2025 11:32:08 AM","0","0","131","","","10/31/2025 1:43:15 PM"
"14635","","10/31/2025 1:52:45 PM","","12","","","10/31/2025 1:52:45 PM","0","-1","10/31/2025 1:52:45 PM","0","0","0","","",""
"14430","","11/3/2025 9:29:19 AM","","5","","11/3/2025 9:44:45 AM","11/3/2025 9:29:19 AM","1","0","11/3/2025 9:29:19 AM","0","0","15","","","11/3/2025 9:44:45 AM"
"14175","","11/3/2025 9:54:49 AM","","5","","11/3/2025 9:57:06 AM","11/4/2025 8:03:22 AM","0","-1","11/3/2025 9:54:49 AM","0","0","3","","","11/3/2025 9:57:06 AM"
"14643","","11/3/2025 10:42:17 AM","","5","","11/3/2025 11:03:23 AM","11/4/2025 9:47:23 AM","0","-1","11/3/2025 10:42:17 AM","0","0","21","","","11/3/2025 11:03:23 AM"
"14186","","11/3/2025 11:40:34 AM","","5","","11/3/2025 3:36:59 PM","11/17/2025 9:05:03 AM","0","-1","11/3/2025 3:36:54 PM","10","0","10","","","11/3/2025 3:36:59 PM"
"14632","","11/3/2025 11:48:42 AM","","5","","11/3/2025 2:24:16 PM","11/3/2025 11:48:42 AM","1","0","11/3/2025 11:48:42 AM","0","0","156","","","11/3/2025 2:24:16 PM"
"14187","","11/3/2025 1:07:40 PM","","5","","11/3/2025 2:13:38 PM","11/17/2025 11:35:02 AM","0","-1","11/3/2025 1:07:40 PM","0","0","66","","","11/3/2025 2:13:38 PM"
"14629","","11/3/2025 3:09:15 PM","","5","","11/5/2025 11:31:23 AM","11/5/2025 9:19:52 AM","1","0","11/5/2025 9:19:52 AM","7","0","139","","","11/5/2025 11:31:23 AM"
"14644","","11/3/2025 3:16:32 PM","","5","","11/3/2025 3:39:33 PM","11/4/2025 10:18:14 AM","0","-1","11/3/2025 3:16:32 PM","0","0","23","","","11/3/2025 3:39:33 PM"
"14648","","11/4/2025 11:13:57 AM","","12","","","11/4/2025 11:13:57 AM","0","-1","11/4/2025 11:13:57 AM","0","0","0","","",""
"14068","","11/5/2025 8:11:00 AM","","5","","11/5/2025 9:19:31 AM","11/5/2025 8:11:00 AM","1","0","11/5/2025 8:11:00 AM","0","0","68","","","11/5/2025 9:19:31 AM"
"14674","","11/5/2025 9:12:50 AM","","5","","11/5/2025 9:26:38 AM","11/5/2025 9:12:50 AM","1","0","11/5/2025 9:12:50 AM","0","0","14","","","11/5/2025 9:26:38 AM"
"14651","","11/5/2025 9:35:23 AM","","5","","11/5/2025 9:43:04 AM","11/5/2025 1:47:38 PM","0","-1","11/5/2025 9:35:23 AM","0","0","8","","","11/5/2025 9:43:04 AM"
"14658","","11/5/2025 9:35:49 AM","","","","","11/5/2025 9:35:49 AM","0","-1","11/5/2025 9:35:49 AM","0","0","0","","",""
"14654","","11/5/2025 9:49:53 AM","","5","","11/5/2025 10:06:20 AM","11/14/2025 2:28:13 PM","0","-1","11/5/2025 9:49:53 AM","0","0","17","","","11/5/2025 10:06:20 AM"
"14655","","11/5/2025 10:08:08 AM","","5","","11/5/2025 11:10:26 AM","11/5/2025 11:47:58 AM","0","-1","11/5/2025 10:08:08 AM","0","0","62","","","11/5/2025 11:10:26 AM"
"14657","","11/5/2025 10:48:17 AM","","5","","11/5/2025 11:04:26 AM","11/5/2025 10:48:17 AM","1","0","11/5/2025 10:48:17 AM","0","0","16","","","11/5/2025 11:04:26 AM"
"14385","","11/6/2025 7:51:42 AM","","5","","11/6/2025 7:58:45 AM","11/6/2025 7:51:42 AM","1","0","11/6/2025 7:51:42 AM","0","0","7","","","11/6/2025 7:58:45 AM"
"14610","","11/6/2025 8:53:25 AM","","5","","11/6/2025 9:36:57 AM","11/6/2025 8:53:25 AM","1","0","11/6/2025 8:53:25 AM","0","0","43","","","11/6/2025 9:36:57 AM"
"14611","","11/6/2025 10:44:55 AM","","12","","","11/6/2025 10:44:55 AM","0","-1","11/6/2025 10:44:55 AM","0","0","0","","",""
"13500","","11/7/2025 1:16:42 PM","","6","","","11/7/2025 1:16:42 PM","0","-1","11/7/2025 1:16:42 PM","0","0","0","","",""
"14642","","11/10/2025 8:34:15 AM","","15","","","11/10/2025 8:34:15 AM","0","-1","11/10/2025 8:34:15 AM","0","0","0","","",""
"14513","","11/10/2025 1:53:07 PM","","6","","","11/10/2025 1:53:07 PM","0","-1","11/10/2025 1:53:07 PM","0","0","0","","",""
"14217","","11/11/2025 11:48:21 AM","","6","","","11/11/2025 11:48:21 AM","0","-1","11/11/2025 11:48:21 AM","0","0","0","","",""
"14636","","11/11/2025 2:46:10 PM","","6","","","11/11/2025 2:46:10 PM","0","-1","11/11/2025 2:46:10 PM","0","0","0","","",""
"14614","","11/12/2025 4:04:29 AM","","5","","11/12/2025 4:31:41 AM","11/12/2025 4:04:29 AM","1","0","11/12/2025 4:04:29 AM","0","0","27","","","11/12/2025 4:31:41 AM"
"14659","","11/12/2025 4:47:54 AM","","5","","11/12/2025 5:09:47 AM","11/12/2025 4:47:54 AM","1","0","11/12/2025 4:47:54 AM","0","0","22","","","11/12/2025 5:09:47 AM"
"14660","","11/12/2025 5:10:02 AM","","5","","11/12/2025 5:35:13 AM","11/12/2025 5:10:02 AM","1","0","11/12/2025 5:10:02 AM","0","0","25","","","11/12/2025 5:35:13 AM"
"13614","","11/12/2025 6:53:45 AM","","12","","","11/12/2025 6:53:45 AM","0","-1","11/12/2025 6:53:45 AM","0","0","0","","",""
"14637","","11/17/2025 12:28:43 AM","","5","","11/17/2025 12:28:55 AM","11/17/2025 12:29:03 AM","0","-1","11/17/2025 12:28:43 AM","0","0","0","","","11/17/2025 12:28:55 AM"
"14618","","11/17/2025 1:49:12 AM","","5","","11/18/2025 3:21:43 AM","11/18/2025 3:21:50 AM","0","-1","11/17/2025 1:49:12 AM","0","0","1532","","","11/18/2025 3:21:43 AM"
"14544","","11/17/2025 3:06:33 AM","","5","","11/17/2025 3:21:45 AM","11/17/2025 3:06:33 AM","1","0","11/17/2025 3:06:33 AM","0","0","15","","","11/17/2025 3:21:45 AM"
"14661","","11/17/2025 4:50:54 AM","","5","","11/17/2025 5:18:08 AM","11/17/2025 4:50:54 AM","1","0","11/17/2025 4:50:54 AM","0","0","28","","","11/17/2025 5:18:08 AM"
"14662","","11/17/2025 5:18:37 AM","","5","","11/17/2025 5:42:35 AM","11/17/2025 5:18:37 AM","1","0","11/17/2025 5:18:37 AM","0","0","24","","","11/17/2025 5:42:35 AM"
"12061","","11/17/2025 3:06:13 PM","","6","","","11/17/2025 3:06:13 PM","0","-1","11/17/2025 3:06:13 PM","0","0","0","","",""
"14691","","11/17/2025 4:32:32 PM","","15","","","11/17/2025 4:32:32 PM","0","-1","11/17/2025 4:32:32 PM","0","0","0","","",""
"14663","","11/18/2025 5:03:11 AM","","5","","11/18/2025 5:23:38 AM","11/18/2025 5:03:11 AM","1","0","11/18/2025 5:03:11 AM","0","0","20","","","11/18/2025 5:23:38 AM"
"14708","","11/18/2025 7:32:17 AM","","12","","","11/18/2025 7:32:17 AM","0","-1","11/18/2025 7:32:17 AM","0","0","0","","",""
"14325","","11/18/2025 8:14:41 AM","","6","","","11/18/2025 8:14:41 AM","0","-1","11/18/2025 8:14:41 AM","0","0","0","","",""
"14710","","11/18/2025 11:58:18 AM","","6","","","11/18/2025 11:58:18 AM","0","-1","11/18/2025 11:58:18 AM","0","0","0","","",""
"14716","","11/20/2025 11:35:43 AM","","5","","11/20/2025 1:58:27 PM","11/20/2025 11:35:43 AM","1","0","11/20/2025 11:35:43 AM","0","0","143","","","11/20/2025 1:58:27 PM"
"14103","","11/21/2025 3:03:14 AM","","5","","11/21/2025 4:00:29 AM","11/21/2025 3:03:14 AM","1","0","11/21/2025 3:03:14 AM","0","0","57","","","11/21/2025 4:00:29 AM"
"12576","","11/21/2025 6:03:44 AM","","12","","","11/21/2025 6:03:44 AM","0","-1","11/21/2025 6:03:44 AM","0","0","0","","",""
"14718","","11/21/2025 6:12:56 AM","","5","","11/21/2025 6:39:12 AM","11/21/2025 6:12:56 AM","1","0","11/21/2025 6:12:56 AM","0","0","27","","","11/21/2025 6:39:12 AM"
"14729","","11/21/2025 2:39:44 PM","","5","","11/21/2025 2:39:54 PM","11/21/2025 2:39:44 PM","1","0","11/21/2025 2:39:44 PM","0","0","0","","","11/21/2025 2:39:54 PM"
"14688","","11/21/2025 2:55:35 PM","","5","","11/21/2025 4:28:28 PM","11/21/2025 2:55:35 PM","1","0","11/21/2025 2:55:35 PM","0","0","93","","","11/21/2025 4:28:28 PM"
"14765","","11/21/2025 4:29:37 PM","","5","","11/21/2025 4:59:53 PM","11/21/2025 4:29:37 PM","1","0","11/21/2025 4:29:37 PM","0","0","30","","","11/21/2025 4:59:53 PM"
"14766","","11/24/2025 11:32:48 AM","","6","","","11/24/2025 11:32:48 AM","0","-1","11/24/2025 11:32:48 AM","0","0","0","","",""
"14726","","11/24/2025 2:46:33 PM","","15","","","11/24/2025 2:46:33 PM","0","-1","11/24/2025 2:46:33 PM","0","0","0","","",""
"14370","","11/24/2025 2:46:57 PM","","6","","","11/24/2025 2:46:57 PM","0","-1","11/24/2025 2:46:57 PM","0","0","0","","",""
"14770","","11/24/2025 4:12:58 PM","","","","","11/24/2025 4:12:58 PM","0","-1","11/24/2025 4:12:58 PM","0","0","0","","",""
"13308","","11/25/2025 11:49:42 AM","","5","","","11/25/2025 11:49:42 AM","0","-1","11/25/2025 11:49:42 AM","0","0","0","","",""
"14243","","12/1/2025 10:54:36 AM","","15","","","12/1/2025 10:54:36 AM","0","-1","12/1/2025 10:54:36 AM","0","0","0","","",""
"14656","","12/1/2025 1:26:46 PM","","6","","","12/1/2025 1:26:46 PM","0","-1","12/1/2025 1:26:46 PM","0","0","0","","",""
"13617","","12/3/2025 5:11:04 AM","","5","","12/3/2025 6:18:27 AM","12/3/2025 5:11:04 AM","1","0","12/3/2025 5:11:04 AM","0","0","67","","","12/3/2025 6:18:27 AM"
"13621","","12/3/2025 6:50:24 AM","","","","","12/3/2025 6:50:24 AM","0","-1","12/3/2025 6:50:24 AM","0","0","0","","",""
"14185","","12/4/2025 8:56:08 AM","","15","","","12/4/2025 8:56:08 AM","0","-1","12/4/2025 8:56:08 AM","0","0","0","","",""
"14815","","12/9/2025 6:57:03 AM","","5","","12/9/2025 7:35:28 AM","12/9/2025 6:57:03 AM","1","0","12/9/2025 6:57:03 AM","0","0","38","","","12/9/2025 7:35:28 AM"
"14813","","12/9/2025 7:36:55 AM","","5","","12/9/2025 7:41:51 AM","12/9/2025 7:36:55 AM","1","0","12/9/2025 7:36:55 AM","0","0","5","","","12/9/2025 7:41:51 AM"
"14780","","12/9/2025 10:27:33 AM","","6","","","12/9/2025 10:27:33 AM","0","-1","12/9/2025 10:27:33 AM","0","0","0","","",""
"14785","","12/10/2025 8:05:36 AM","","","","","12/10/2025 8:05:36 AM","0","-1","12/10/2025 8:05:36 AM","0","0","0","","",""
"14826","","12/11/2025 10:36:17 AM","","5","","12/11/2025 11:43:09 AM","12/11/2025 10:36:17 AM","1","0","12/11/2025 10:36:17 AM","0","0","67","","","12/11/2025 11:43:09 AM"
"14828","","12/11/2025 11:42:58 AM","","6","","","12/11/2025 11:42:58 AM","0","-1","12/11/2025 11:42:58 AM","0","0","0","","",""
"14650","","12/12/2025 7:20:43 AM","","","","","12/12/2025 7:20:43 AM","0","-1","12/12/2025 7:20:43 AM","0","0","0","","",""
"14786","","12/12/2025 7:41:50 AM","","","","","12/12/2025 7:41:50 AM","0","-1","12/12/2025 7:41:50 AM","0","0","0","","",""
"14836","","12/16/2025 7:58:41 AM","","12","","","12/16/2025 7:58:41 AM","0","-1","12/16/2025 7:58:41 AM","0","0","0","","",""
"14848","","12/19/2025 3:24:57 PM","","5","","12/19/2025 3:59:18 PM","12/19/2025 3:24:57 PM","1","0","12/19/2025 3:24:57 PM","0","0","35","","","12/19/2025 3:59:18 PM"
"14851","","12/22/2025 2:01:22 PM","","5","","12/22/2025 2:24:33 PM","12/22/2025 2:01:22 PM","1","0","12/22/2025 2:01:22 PM","0","0","23","","","12/22/2025 2:24:33 PM"
"14182","","12/22/2025 3:47:30 PM","","6","","","12/22/2025 3:47:30 PM","0","-1","12/22/2025 3:47:30 PM","0","0","0","","",""
"14300","","12/23/2025 8:22:33 AM","","15","","","12/23/2025 8:22:33 AM","0","-1","12/23/2025 8:22:33 AM","0","0","0","","",""
"14653","","12/23/2025 3:38:02 PM","","6","","","12/23/2025 3:38:02 PM","0","-1","12/23/2025 3:38:02 PM","0","0","0","","",""
"14863","","12/29/2025 1:18:15 PM","","5","","12/29/2025 3:18:26 PM","12/29/2025 1:18:15 PM","1","0","12/29/2025 1:18:15 PM","0","0","120","","","12/29/2025 3:18:26 PM"
"14859","","12/29/2025 3:22:41 PM","","6","","","12/29/2025 3:22:41 PM","0","-1","12/29/2025 3:22:41 PM","0","0","0","","",""
"14809","","1/5/2026 9:30:00 AM","","5","","1/5/2026 10:00:32 AM","1/5/2026 9:30:00 AM","1","0","1/5/2026 9:30:00 AM","0","0","30","","","1/5/2026 10:00:32 AM"
"14886","","1/5/2026 10:43:57 AM","","6","","","1/5/2026 10:43:57 AM","0","-1","1/5/2026 10:43:57 AM","0","0","0","","",""
"14900","","1/12/2026 1:37:19 PM","","5","","1/12/2026 2:34:44 PM","1/12/2026 1:37:19 PM","1","0","1/12/2026 1:37:19 PM","0","0","57","","","1/12/2026 2:34:44 PM"
"14901","","1/12/2026 2:40:07 PM","","","","","1/12/2026 2:40:07 PM","0","-1","1/12/2026 2:40:07 PM","0","0","0","","",""
"14902","","1/15/2026 6:21:28 AM","","12","","","1/15/2026 6:21:28 AM","0","-1","1/15/2026 6:21:28 AM","0","0","0","","",""
"14913","","1/15/2026 6:50:22 AM","","12","","","1/15/2026 6:50:22 AM","0","-1","1/15/2026 6:50:22 AM","0","0","0","","",""
"14915","","1/16/2026 6:42:47 AM","","5","","1/16/2026 7:36:51 AM","1/16/2026 6:42:47 AM","1","0","1/16/2026 6:42:47 AM","0","0","54","","","1/16/2026 7:36:51 AM"
"14916","","1/16/2026 7:48:21 AM","","12","","","1/16/2026 7:48:21 AM","0","-1","1/16/2026 7:48:21 AM","0","0","0","","",""
"14921","","1/16/2026 1:12:16 PM","","6","","","1/16/2026 1:12:16 PM","0","-1","1/16/2026 1:12:16 PM","0","0","0","","",""
"12062","","2/4/2026 4:47:21 PM","","5","","2/4/2026 4:47:37 PM","2/4/2026 4:47:21 PM","1","0","2/4/2026 4:47:21 PM","0","0","0","","","2/4/2026 4:47:37 PM"
"14791","","2/6/2026 12:03:42 PM","","5","","2/6/2026 1:28:15 PM","2/6/2026 12:03:42 PM","1","0","2/6/2026 12:03:42 PM","0","0","85","","","2/6/2026 1:28:15 PM"
"14732","","2/6/2026 2:42:27 PM","","5","","2/6/2026 4:21:47 PM","2/6/2026 2:42:27 PM","1","0","2/6/2026 2:42:27 PM","0","0","99","","","2/6/2026 4:21:47 PM"
"14987","","2/9/2026 7:11:59 AM","","","","","2/9/2026 7:11:59 AM","0","-1","2/9/2026 7:11:59 AM","0","0","0","","",""
